Children,Age,Income,Email,Contacts,Yearly_equip_failure,Tenure,MonthlyCharge,Bandwidth_GB_Year,Techie_Yes,Contract_Month-to-month,Contract_One year,Contract_Two Year,InternetService_DSL,InternetService_Fiber Optic,InternetService_None,TechSupport_Yes
0.9820469969683637,1.0108104681128514,-0.8400200733791241,0.6586340850241245,0.0,0.9917741200835829,-1.1829031537958206,-0.23685984922003486,-1.0985694780153432,0,1,0,0,1,0,0,1
-0.520051552961578,0.3827258051106398,-1.133991659990786,1.3231156074455575,1.0,-0.6402385836906196,1.2167698257321637,-0.2952244215217505,1.2393982066815015,0,1,0,0,1,0,0,0
-1.020751069604892,-0.3903014724305436,-1.046728912896214,0.32639332381340797,2.0,-0.6402385836906196,-1.1079622444686106,-1.633643905725706,-1.3078351088832754,1,1,0,0,0,0,1,0
-1.020751069604892,1.6872093359613867,-0.22830896301395281,0.6586340850241245,2.0,0.9917741200835829,-1.0783301885271321,1.0443500209116188,-1.1629218857778287,0,0,0,1,0,1,0,1
-0.520051552961578,-1.5498423887423185,-1.0768017595534412,0.6586340850241245,2.0,0.9917741200835829,0.8322822757587703,1.9219577059144677,0.9600758817489058,0,0,1,0,0,1,0,0
-0.520051552961578,-0.4869298821231915,1.9926202408747304,-1.002569721029458,1.0,0.9917741200835829,0.3468739862545449,1.4562017912401144,0.6134849527161492,0,1,0,0,1,0,0,0
0.4813474803250498,1.5422667214224148,-0.2032672198941128,-0.005847437397308556,0.0,-0.6402385836906196,1.1059026910097607,-0.5280860774019137,0.9180024639885024,0,0,0,1,0,1,0,1
-1.020751069604892,0.2377831905716679,-1.0132170246851437,0.32639332381340797,0.0,-0.6402385836906196,0.46453265576212693,-0.5856069328641963,0.25609455238794127,0,1,0,0,0,1,0,0
-1.020751069604892,0.43104000995696373,-1.0538849812863909,-1.3348104822401745,2.0,-0.6402385836906196,-1.1892900982317747,-1.5753429091063438,-1.2287983364513249,1,0,0,1,1,0,0,0
2.7344953052199625,0.43104000995696373,-0.9271291661614335,0.6586340850241245,0.0,0.9917741200835829,-1.2500267833397727,1.688531693592494,-1.1158377097663341,0,0,0,1,0,1,0,1
0.9820469969683637,0.5759826244959356,-1.1491823240985026,-1.667051243450891,0.0,-0.6402385836906196,-0.8301480054321312,-1.1095869944319905,-1.0100901515769853,0,1,0,0,0,1,0,0
-1.020751069604892,1.397324106883443,-0.6484248753246727,0.6586340850241245,3.0,-0.6402385836906196,-0.7190248361262801,-2.157520103724528,-0.9830801070268782,1,0,1,0,0,0,1,0
-0.520051552961578,-0.3419872675842196,-0.2463721417074002,-0.3380881986080251,0.0,-0.6402385836906196,0.8872419711361299,-0.004208482135347705,0.7745557946723807,0,1,0,0,0,1,0,1
-0.520051552961578,1.2523814923444712,2.5520305804922594,0.32639332381340797,0.0,-0.6402385836906196,-0.7958613062660568,2.387203617862253,-0.7541632139066365,0,1,0,0,0,1,0,0
-1.020751069604892,1.349009902037119,0.06473522403362103,-0.005847437397308556,1.0,-0.6402385836906196,-0.9642998170964655,-1.8072570777292847,-1.151386110293354,0,0,1,0,0,0,1,0
-0.520051552961578,-0.4869298821231915,-0.09342549943273161,-0.3380881986080251,1.0,-0.6402385836906196,0.967580101849243,-0.9352103087574857,1.039339735213889,0,1,0,0,1,0,0,1
-0.01935203631826412,-0.2453588578915717,0.017227891136173124,-0.005847437397308556,1.0,-0.6402385836906196,0.8686062840844261,-0.7022089261029201,0.952344397010819,1,1,0,0,1,0,0,1
-1.020751069604892,-1.115014545125403,0.036545326912923164,-0.6703289598187415,1.0,0.9917741200835829,-1.2407799766280079,-0.5861169355907644,-1.1572069282081112,0,0,1,0,1,0,0,0
-1.020751069604892,0.9141820584202033,0.491438722876936,-1.3348104822401745,3.0,2.623786823857785,1.3561910566429285,0.3489579265052009,1.4718351623780959,0,1,0,0,1,0,0,0
0.9820469969683637,-1.4532139790496708,-0.03753872831541435,1.655356368656274,1.0,-0.6402385836906196,-0.5040756722378231,1.1070245820087516,-0.36005549924491975,0,1,0,0,0,0,1,0
0.4813474803250498,-0.6318724966621634,1.084624909656085,-0.3380881986080251,0.0,0.9917741200835829,0.8700982433631614,-0.2358545150782102,1.0363373700851979,0,1,0,0,1,0,0,0
-1.020751069604892,1.5422667214224148,0.8852574620508319,-0.6703289598187415,0.0,-0.6402385836906196,0.7463957205644582,-1.575012222406925,0.5427891422260372,1,0,0,1,0,0,1,0
-1.020751069604892,-1.5981565935886426,-0.7108077441474365,-0.3380881986080251,1.0,-0.6402385836906196,1.0051362529708736,1.1059393707275609,1.1953081496798676,0,1,0,0,1,0,0,0
-0.01935203631826412,1.300695697190795,-1.071400399950628,0.6586340850241245,0.0,-0.6402385836906196,0.8016451094291468,-1.517032597368688,0.781437782226898,0,0,1,0,1,0,0,1
-1.020751069604892,1.107438877805499,-0.9926347754219585,-1.3348104822401745,0.0,-0.6402385836906196,-0.916772030992358,1.747513485632336,-0.6794906569745689,0,0,1,0,1,0,0,1
-1.020751069604892,1.2523814923444712,1.3798519262847309,0.32639332381340797,0.0,-0.6402385836906196,-1.165543628087301,-1.5756642806874692,-1.2300911224826097,1,0,0,1,1,0,0,1
-0.520051552961578,-1.5981565935886426,0.433418776371059,-1.002569721029458,1.0,-0.6402385836906196,1.2678492924150169,-0.2944838696174182,1.3981187512372053,0,0,0,1,1,0,0,0
-1.020751069604892,-0.19704465304524774,-0.7879304795663686,-1.002569721029458,0.0,0.9917741200835829,0.5373035841410906,0.05471662740967837,0.6436841424116235,0,1,0,0,1,0,0,1
2.7344953052199625,-1.115014545125403,-0.9002951803764253,-0.3380881986080251,1.0,0.9917741200835829,0.5121244548990997,-0.993841992076267,0.7211765802006828,0,1,0,0,1,0,0,1
0.4813474803250498,1.6388951311150628,-0.9202186318885616,-2.331532765872324,0.0,0.9917741200835829,-1.0556881892499541,0.5204725420840317,-1.1397209954969483,0,1,0,0,0,1,0,1
0.9820469969683637,0.7692394438812314,0.37992478996378276,-0.3380881986080251,0.0,-0.6402385836906196,1.0507149471038644,-0.5280860774019137,0.9229121595648625,0,1,0,0,0,1,0,1
-0.01935203631826412,-1.066700340279079,-0.26190491147218986,0.32639332381340797,0.0,-0.6402385836906196,0.9823885067968142,0.1709506734758098,0.8864592008101091,0,0,1,0,0,1,0,1
-0.520051552961578,1.0591246729591752,-1.3131830843645096,-1.667051243450891,0.0,0.9917741200835829,-1.0026882518587041,1.9222127771411393,-0.9512489259689552,0,0,1,0,0,0,1,1
0.4813474803250498,-0.3419872675842196,-1.0393824382717578,-2.331532765872324,2.0,-0.6402385836906196,0.5433342007846185,0.9314648763109749,0.82460079165237,0,0,0,1,1,0,0,0
0.4813474803250498,0.5276684196496116,-1.4133707786722414,-0.005847437397308556,1.0,-0.6402385836906196,1.1701575385170981,0.22865084496524204,1.259870072919277,0,1,0,0,1,0,0,0
-0.520051552961578,1.5422667214224148,-0.21774552227933025,-1.3348104822401745,1.0,-0.6402385836906196,1.0537937913340762,0.6944067596395954,0.8955867358521143,0,1,0,0,0,1,0,0
0.4813474803250498,-1.5981565935886426,-0.5207381418345832,-1.9992920046616076,1.0,-0.6402385836906196,-1.1758387522144662,-0.06241399879220118,-1.19430335601633,0,0,0,1,0,1,0,0
-0.01935203631826412,1.6388951311150628,-0.2533026158528559,0.6586340850241245,1.0,0.9917741200835829,-0.8405864257242425,0.2878484217203524,-0.903139606228059,0,1,0,0,0,1,0,0
0.4813474803250498,0.9624962632665273,0.267241833148175,1.3231156074455575,1.0,-0.6402385836906196,-0.845958235507553,-1.2851513576889144,-0.811986018463696,0,1,0,0,1,0,0,0
-0.01935203631826412,0.6242968293422596,-0.33912421843088986,-0.6703289598187415,0.0,-0.6402385836906196,0.6155423825458994,-0.993574182425329,0.651364588006506,1,1,0,0,1,0,0,0
-1.020751069604892,1.300695697190795,2.0180764205619965,-0.3380881986080251,0.0,-0.6402385836906196,0.9812618789916551,-0.003943001263983115,0.8185750705005228,0,1,0,0,0,1,0,0
-1.020751069604892,-1.6464707984349665,0.9215304361479008,-0.3380881986080251,3.0,-0.6402385836906196,-1.1365593030331618,-0.7022648168126816,-1.041497276661641,1,1,0,0,1,0,0,1
2.7344953052199625,-1.4048997742033467,2.5520305804922594,1.655356368656274,0.0,-0.6402385836906196,1.0965345482230542,0.22873700980945702,1.0971548136537177,0,0,0,1,0,1,0,1
-0.01935203631826412,1.349009902037119,-1.213124412761731,-0.3380881986080251,2.0,-0.6402385836906196,0.9037544999138614,-1.109992202077757,0.8777104679191418,0,1,0,0,1,0,0,0
2.7344953052199625,-0.10041624335259981,-1.067091432583085,-0.6703289598187415,1.0,-0.6402385836906196,1.0580019106989662,0.3500431377863924,1.1486019762076929,0,1,0,0,0,0,1,0
-1.020751069604892,-0.4386156772768675,-1.0223154712517066,-0.6703289598187415,1.0,0.9917741200835829,1.0168843449948635,-0.8182776288193426,0.8360063959047271,0,1,0,0,0,1,0,1
0.9820469969683637,1.300695697190795,2.5520305804922594,-0.005847437397308556,0.0,0.9917741200835829,-1.2529109481383838,-0.5280860774019137,-1.417011463579233,0,1,0,0,0,1,0,1
-0.520051552961578,-1.5498423887423185,-1.1522608840342645,-0.005847437397308556,2.0,0.9917741200835829,-1.1876700460233287,-0.5270800446262168,-1.2633868075726054,1,0,1,0,0,1,0,0
0.4813474803250498,1.4939525165760907,-0.9087023780267544,-0.6703289598187415,3.0,-0.6402385836906196,1.267652633650773,-0.877342465138771,1.0313002789219747,0,1,0,0,0,1,0,0
-0.01935203631826412,-0.9217577257401072,-0.2609204291356076,0.32639332381340797,0.0,-0.6402385836906196,-1.2207961181094253,0.2290583813905824,-1.2629890699589297,0,1,0,0,0,1,0,0
-0.520051552961578,-1.5015281838959946,0.27654827995423836,1.3231156074455575,1.0,-0.6402385836906196,-1.1200633163964797,-0.4695393013863775,-0.9465382185256824,0,0,0,1,1,0,0,0
-1.020751069604892,-0.7285009063548112,-0.6672305210384416,-1.3348104822401745,2.0,-0.6402385836906196,1.2062746769503663,1.6305808056941924,1.2413666394908733,0,1,0,0,0,0,1,1
-0.01935203631826412,-1.115014545125403,-1.1340401412496168,-0.3380881986080251,1.0,0.9917741200835829,1.0188675729942778,-1.8658884350189253,0.8475195411374099,0,0,1,0,0,0,1,0
-1.020751069604892,-0.2453588578915717,-0.48796207401963987,-0.3380881986080251,1.0,-0.6402385836906196,-0.5655996102516878,0.1712720450569352,-0.6650436890752317,0,1,0,0,0,1,0,0
-0.520051552961578,-0.4386156772768675,1.0015006635673604,-1.3348104822401745,2.0,-0.6402385836906196,1.302213520516995,-0.12036102091641107,1.1303333388549783,0,0,0,1,0,1,0,0
0.9820469969683637,0.9624962632665273,-1.0803123500618497,0.32639332381340797,0.0,-0.6402385836906196,0.9313786270613088,-0.993841992076267,0.9662831984607508,0,1,0,0,1,0,0,1
0.9820469969683637,-0.6318724966621634,-1.0939105612081288,-0.3380881986080251,1.0,-0.6402385836906196,0.929532682006934,-1.0518216171145036,0.8873071315363381,0,1,0,0,0,0,1,0
0.4813474803250498,-0.2936730627378957,-0.5424706480613208,-1.3348104822401745,3.0,0.9917741200835829,1.0636021472007442,-1.5753429091063438,1.1073369071807604,0,0,0,1,1,0,0,0
0.4813474803250498,0.09284057603269602,-0.9511997201930805,0.32639332381340797,0.0,-0.6402385836906196,-0.49298752164384413,1.4557756245781879,-0.23140487893376321,1,0,1,0,1,0,0,1
-1.020751069604892,0.044526371186372066,-1.0466960707531352,-0.005847437397308556,0.0,0.9917741200835829,-1.2452740453999072,0.7530384429583769,-1.2794093086091265,0,0,0,1,0,1,0,0
-1.020751069604892,-0.003787833659951896,-0.9053372312948387,-0.005847437397308556,0.0,-0.6402385836906196,0.9180655851018541,-0.2944838696174182,0.9500560490396358,0,1,0,0,1,0,0,0
-0.520051552961578,-0.2453588578915717,1.3526257896722438,-0.005847437397308556,0.0,0.9917741200835829,-1.0925115814580142,-0.5270793459923445,-1.209549190525449,0,0,0,1,0,1,0,0
0.4813474803250498,-0.14873044819892378,-1.2609281069026779,-1.002569721029458,1.0,-0.6402385836906196,1.1651597585757827,-1.5745767406267046,0.9786244518470182,0,0,0,1,0,0,1,1
1.4827465136116778,-0.970071930586431,-0.3032003875929822,0.32639332381340797,0.0,-0.6402385836906196,-1.2666760851868784,-0.12036057844829193,-1.3061703791573251,0,1,0,0,0,1,0,0
2.7344953052199625,-0.05210203850627586,-0.03464040918869312,-1.9992920046616076,2.0,-0.6402385836906196,-0.9084960092051044,-0.7598091929486548,-0.922773928958044,0,0,0,1,0,0,1,1
-0.520051552961578,1.5905809262687387,0.06738996393250654,0.32639332381340797,2.0,-0.6402385836906196,-1.1185265650208491,1.1060235793969337,-1.1975093713535268,0,0,0,1,0,1,0,1
-0.01935203631826412,0.9141820584202033,-1.1808288567782648,-1.3348104822401745,0.0,2.623786823857785,-1.1124373659249547,0.461840858765251,-1.2219840234691723,0,1,0,0,0,1,0,1
-0.520051552961578,-1.4048997742033467,0.3280291211863511,-0.3380881986080251,3.0,-0.6402385836906196,-1.1127144199644103,0.8702257516550721,-0.8963653546029842,0,0,0,1,1,0,0,1
-1.020751069604892,1.5905809262687387,1.1184308132432916,-2.331532765872324,2.0,-0.6402385836906196,0.7270531965312699,0.6988989754366297,0.8419088575028528,0,0,1,0,1,0,0,1
-1.020751069604892,-1.1633287499717269,1.3665919110165863,-1.002569721029458,1.0,0.9917741200835829,1.2637686230569545,0.9319003580911953,1.4856597954929827,0,0,1,0,1,0,0,1
-1.020751069604892,-0.9217577257401072,-0.6484921235224059,0.6586340850241245,1.0,0.9917741200835829,-0.9899041685746476,1.5716952854019142,-0.9751013778424984,1,0,1,0,0,1,0,0
-0.520051552961578,0.5276684196496116,-0.8536225852822351,1.3231156074455575,3.0,0.9917741200835829,-1.0037381754845616,-0.23685984922003486,-0.926656693908719,0,0,1,0,1,0,0,1
-0.01935203631826412,1.6388951311150628,-0.40099138741173473,-1.9992920046616076,1.0,0.9917741200835829,0.3808713701232218,-0.8193954430145611,0.20161070084714755,0,0,0,1,0,1,0,0
0.4813474803250498,1.6872093359613867,-0.5038322577067768,-0.3380881986080251,0.0,-0.6402385836906196,0.6029921496777529,0.9314648763109749,0.8207344513936052,0,0,1,0,1,0,0,0
1.9834460302549917,1.397324106883443,-0.477768107394656,-0.6703289598187415,0.0,3.4397931757448865,-1.2551271427616577,0.2291624545497164,-1.3273308313487866,0,1,0,0,0,1,0,0
-1.020751069604892,0.2377831905716679,-1.1599709680999526,-0.005847437397308556,0.0,-0.6402385836906196,-1.044403914727932,1.3359816663294255,-1.0829639290245758,0,1,0,0,0,1,0,1
0.4813474803250498,-1.5015281838959946,-1.0573584288948885,-1.002569721029458,0.0,2.623786823857785,1.3835731422343833,0.0584124005926196,1.4270409747934165,1,1,0,0,0,0,1,0
-1.020751069604892,0.14115478087901998,-0.5080501272250647,-1.002569721029458,1.0,0.9917741200835829,1.295176162276511,-0.2952244215217505,1.3105512341727124,0,1,0,0,1,0,0,0
-0.520051552961578,-1.211642954818051,-0.6702785846984876,-1.002569721029458,0.0,-0.6402385836906196,-1.2273727191608654,0.6944078541659948,-1.242977327111552,0,0,0,1,0,1,0,0
0.4813474803250498,0.3827258051106398,0.01004054451449246,-0.3380881986080251,1.0,-0.6402385836906196,-0.6586643495147995,-0.46887827730447623,-0.7135525973023463,1,0,0,1,0,0,1,1
-1.020751069604892,-1.3565855693570228,-0.4642789790807462,-0.005847437397308556,2.0,-0.6402385836906196,-0.6247374137319438,0.5204732640056996,-0.6616790316060414,0,1,0,0,0,1,0,1
-0.520051552961578,-0.10041624335259981,-0.6884109664791371,1.3231156074455575,1.0,-0.6402385836906196,1.2231309803755936,2.6785129834749006,1.3131605027123026,0,1,0,0,0,1,0,1
-0.520051552961578,-1.4532139790496708,-0.011036682762240211,-1.002569721029458,0.0,-0.6402385836906196,1.1752888195041407,-0.5270497704917633,1.2608112511030232,0,1,0,0,1,0,0,1
-0.520051552961578,-1.115014545125403,-0.7388248290390761,1.9875971298669906,1.0,-0.6402385836906196,0.4712984736319821,-0.5856069328641963,0.3189013940331841,0,1,0,0,0,1,0,0
-0.520051552961578,1.0108104681128514,-0.21639117485521553,-0.005847437397308556,1.0,0.9917741200835829,1.0083951156083548,0.22921673840157164,0.9011003320807041,0,1,0,0,0,1,0,0
-0.520051552961578,1.5905809262687387,1.8172764299538686,0.6586340850241245,2.0,-0.6402385836906196,0.6088574973213292,-1.3419060446715578,0.3712671279953802,0,1,0,0,0,0,1,0
2.4841455468983056,-1.3565855693570228,-0.5010438033682125,-1.3348104822401745,0.0,0.9917741200835829,-1.0063483584318043,-0.23577300779314278,-0.9758712753796138,0,1,0,0,0,0,1,1
2.7344953052199625,-1.6464707984349665,1.434209191881512,1.3231156074455575,2.0,-0.6402385836906196,1.3512072697290685,-0.17790749295400096,1.6457713715569127,0,0,0,1,1,0,0,0
-0.520051552961578,-0.4386156772768675,-0.36852184626552864,-0.3380881986080251,1.0,-0.6402385836906196,-0.921391973853641,0.6944078541659948,-1.0012645355136431,0,0,0,1,0,1,0,0
-0.520051552961578,1.2523814923444712,-0.9306338920014348,0.32639332381340797,3.0,2.623786823857785,-0.7998344070619772,-0.7607651569635242,-0.9582443524010245,0,1,0,0,0,1,0,0
0.4813474803250498,-1.2599571596643748,1.6243550348836557,0.32639332381340797,1.0,-0.6402385836906196,0.5573181516820899,-1.343098379813124,0.6017628142505146,0,1,0,0,1,0,0,0
0.4813474803250498,0.6242968293422596,-0.17346180211624312,-0.005847437397308556,2.0,-0.6402385836906196,1.0512198306620677,2.095570551888906,1.1074395030433468,0,0,0,1,0,1,0,0
0.9820469969683637,-0.7768151112011352,-0.4737871704800091,-1.002569721029458,0.0,-0.6402385836906196,1.199055787542887,2.6785129834749006,1.3525593755552272,0,0,0,1,0,1,0,1
0.4813474803250498,1.1557530826518232,-0.5414494138027215,0.990874846234841,2.0,-0.6402385836906196,1.3828515558455803,-0.2952244215217505,1.4082354837253583,0,0,0,1,1,0,0,0
-1.020751069604892,-0.9217577257401072,-0.35569972623843754,-0.005847437397308556,1.0,-0.6402385836906196,-0.859905047019207,-0.5864506729914243,-1.015324207704174,0,1,0,0,0,1,0,0
-0.520051552961578,-0.970071930586431,-1.3570081874581723,0.32639332381340797,2.0,-0.6402385836906196,-0.8309513818227932,2.271389194587447,-0.4943166485126956,0,1,0,0,1,0,0,1
-0.520051552961578,-1.5498423887423185,-0.40184332824231966,-0.3380881986080251,1.0,-0.6402385836906196,-0.5649111298530857,-0.7601558085003559,-0.4891410029849904,1,1,0,0,1,0,0,1
-1.020751069604892,-0.4386156772768675,-0.36720151391817424,-0.6703289598187415,0.0,-0.6402385836906196,-1.0639462049229345,-0.003593171996471495,-0.9715140225835418,0,0,0,1,1,0,0,0
-1.020751069604892,-1.211642954818051,-0.9231935826824672,-1.667051243450891,0.0,-0.6402385836906196,1.230098373478799,1.1645710540463416,1.48017501008963,0,1,0,0,1,0,0,0
2.7344953052199625,-0.4869298821231915,0.6510183051198803,2.319837891077707,1.0,-0.6402385836906196,-1.2414590520481241,0.28768908662194215,-1.140380871074531,0,1,0,0,0,1,0,0
-0.01935203631826412,-0.3903014724305436,0.5252927167450795,1.655356368656274,0.0,0.9917741200835829,1.060452581453391,0.34597010231256503,1.2554343636290834,0,0,0,1,1,0,0,0
-0.01935203631826412,1.397324106883443,-0.12584538638642567,0.990874846234841,1.0,0.9917741200835829,0.31038319616921306,-0.7022648168126816,0.3644322179068264,0,1,0,0,1,0,0,1
0.4813474803250498,-0.7285009063548112,0.5640378440646302,-0.3380881986080251,2.0,0.9917741200835829,0.29583612046412755,1.4557756245781879,0.5977416253590623,0,1,0,0,1,0,0,1
0.4813474803250498,-0.2936730627378957,0.0650304123434383,0.32639332381340797,1.0,-0.6402385836906196,-0.849843002481234,0.7534739247385972,-0.9087192595462588,0,1,0,0,0,1,0,1
-0.01935203631826412,-0.4386156772768675,-0.23508382795767693,-0.005847437397308556,2.0,-0.6402385836906196,-1.0741944914751427,-1.2265210716378776,-0.9744404916413721,0,1,0,0,1,0,0,0
-0.520051552961578,-0.3419872675842196,-0.014630942539921216,-1.667051243450891,2.0,-0.6402385836906196,0.7360548732746065,-0.06257468458276387,0.6061420583137499,0,1,0,0,0,1,0,0
-0.01935203631826412,-0.19704465304524774,-0.903019123362513,-0.6703289598187415,0.0,0.9917741200835829,-1.1027217422294262,0.22889536682044626,-1.1989629534757333,0,0,1,0,0,1,0,1
0.4813474803250498,-0.3419872675842196,-0.9576062839608473,-1.3348104822401745,3.0,0.9917741200835829,0.9745807756663973,0.5786477846064317,1.1504443268197924,1,0,0,1,1,0,0,1
1.4827465136116778,0.044526371186372066,1.50205832263746,0.990874846234841,1.0,-0.6402385836906196,-0.7316397235886914,1.6303258974820913,-0.6441893409074303,1,0,1,0,0,1,0,0
-1.020751069604892,1.7355235408077105,1.329379808018616,-0.005847437397308556,0.0,-0.6402385836906196,1.2215403135248046,1.6888818023135546,1.3866941582086614,1,0,1,0,1,0,0,1
-0.01935203631826412,-1.3565855693570228,2.5520305804922594,0.32639332381340797,0.0,-0.6402385836906196,-1.1161215787780998,-0.9924889711441375,-1.1166433582257225,0,0,1,0,0,0,1,0
-1.020751069604892,-0.4869298821231915,-0.7416015540408264,2.6520786522884237,0.0,0.9917741200835829,0.8586674526914804,-0.06241399879220118,0.7245736820537678,0,1,0,0,0,1,0,0
-1.020751069604892,0.3827258051106398,1.9020380914618173,-0.3380881986080251,1.0,0.9917741200835829,1.3498722592717973,0.9860398256129417,1.287686951914996,0,1,0,0,0,1,0,0
0.4813474803250498,-1.6464707984349665,-0.44240024712172843,0.32639332381340797,1.0,-0.6402385836906196,-0.48839648270443586,1.3972494349740805,-0.20035664327497502,0,0,1,0,1,0,0,1
2.7344953052199625,0.3827258051106398,-0.12409419640010635,-1.002569721029458,0.0,0.9917741200835829,-0.9785013639578782,-0.7026444078831412,-0.7419080021825943,0,0,1,0,1,0,0,0
-1.020751069604892,0.5759826244959356,0.10238561325053884,-1.002569721029458,1.0,-0.6402385836906196,-0.9833341396321945,-1.0511206544629188,-1.1452494239668924,0,1,0,0,0,0,1,0
-1.020751069604892,-0.2453588578915717,0.5930953211316653,-0.3380881986080251,2.0,-0.6402385836906196,-1.2547759539652932,-0.7605751285503369,-1.2013990748910681,0,0,0,1,1,0,0,0
-1.020751069604892,1.349009902037119,0.7445992549782208,-1.3348104822401745,0.0,-0.6402385836906196,-1.236326487635731,-0.0037823154734204236,-1.3751818090505052,0,0,0,1,0,1,0,0
1.4827465136116778,1.300695697190795,0.34511759199056113,1.655356368656274,2.0,-0.6402385836906196,0.6303492747337457,-1.808343593127037,0.6142294176307986,0,0,1,0,1,0,0,0
-0.520051552961578,0.7209252390349075,-0.5967035826878746,0.6586340850241245,0.0,-0.6402385836906196,1.1977631343579147,-1.109228362377691,0.9497289807096414,0,1,0,0,0,0,1,1
1.4827465136116778,-0.10041624335259981,-1.2715048408856895,-1.667051243450891,2.0,0.9917741200835829,-1.2399217880360418,-0.061293855817409905,-1.3463761925238087,0,0,1,0,0,1,0,1
-1.020751069604892,-1.066700340279079,-0.14403133213852548,-0.3380881986080251,0.0,3.4397931757448865,-0.7808163317926081,-0.2948190275736175,-0.8557863691793478,0,1,0,0,0,1,0,0
